RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label
A1KB35ZYR2Z9RL,Dealer,3 BHK,922.2222222,2,1,"Hatia,Ranchi",23.280038,85.320296,24.9,0
A1ERHEVGUWLRBB,Owner,3 BHK,1149.73262,3,2,"Prithviraj Nagar,Nagpur",26.900156,75.695342,43,0
A39YEZ676YGFI7,Dealer,4 BHK,1034.375,3,2,"Rajpur,Kolkata",22.101107,88.374433,33.1,1
A3SFS8R1T6JJM9,Builder,3 BHK,1074.193548,3,2,"Sanmitra Nagar,Ratnagiri",16.995379,73.304153,33.3,0
AWBKE3QTB3BWX,Owner,2 BHK,950.1689189,2,1,"Dalhousie Cantonment,Dalhousie",32.537765,75.967628,45,0
ACM3Z9NLSE8S9,Dealer,2 BHK,1645.306547,2,1,"Sector-34A Kharghar,Mumbai",19.038205,73.06612,190,1
AKSSGVF9DMJDU,Owner,3 BHK,1100.187266,3,3,"Sector-93 Noida,Noida",28.5216,77.3863,47,1
A2F0WNTW3QQZYS,Dealer,2 BHK,1200,2,0,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,39.9,0
A2NQKBC54RAZL5,Owner,2 BHK,860.0301011,2,1,"Sector-137 Noida,Noida",28.506454,77.409568,40,0
A2NQKBC54RAZL5,Owner,4 BHK,2900.02175,2,2,"BTM 2nd Stage,Bangalore",12.96991,77.59796,400,0
A11LJJL1SOH6W0,Owner,3 BHK,647.2491909,2,1,"Butibori MIDC,Nagpur",20.735825,78.632859,10,1
A2UY1O1FBGKIE6,Dealer,3 BHK,1341.184167,3,2,"Sarjapur Road,Bangalore",12.86,77.786,82,1
A11UPZ6LI1UJZY,Dealer,2 BHK,1872.113677,2,2,"Gangapuram,Ghaziabad",28.66667,77.41667,52.7,1
A88OW6BJKW3Q3,Owner,2 BHK,1454.349583,2,2,"Pedakakani,Guntur",16.3422,80.4911,54,1
A3NXCL9NJTL3TF,Dealer,3 BHK,985.1226377,3,2,"Sector-18 Ulwe,Mumbai",18.973908,73.025106,73.5,1
ATIHDHZYNQ0EI,Dealer,5 BHK,530.0353357,,2,"Bansdroni,Kolkata",22.470809,88.363181,16.5,0
A13EBBWOMC0FUI,Owner,3 BHK,1034.185579,2,0,"Behala,Kolkata",22.498882,88.317556,36,1
A3HI6N7GG4B2SW,Dealer,3 BHK,867.1839343,3,0,"Thakur Village,Mumbai",18.914541,72.818211,190,0
A34AHOC0OXMR2K,Dealer,4 BHK,949.9451955,2,0,"Kolshet Road,Lalitpur",24.69028,78.41889,130,1
A2RERXI7RH3CIA,Dealer,3 BHK,1241.258741,2,2,"Chamundeshwari Nagar,Lalitpur",16.700359,76.83521,710,0
AP8QHMD5LS6KF,Dealer,3 BHK,2049.780381,3,3,"Thanisandra,Bangalore",13.055985,77.622157,140,1
A1ESDLEDR9Y0JX,Owner,2 BHK,1295.015079,2,2,"Sector-75 Noida,Noida",28.576117,77.382136,73,0
A2KTFTRTY0ONWF,Owner,1 BHK,700.1909612,1,0,"Kosamba,Surat",21.450988,72.967103,11,1
A62UHEAJJE7E,Owner,7 BHK,896.6510623,7,2,"Siddipet,Siddipet",18.1,78.85,24.9,0
A2U138G3VKRZSL,Dealer,3 BHK,895.1005025,2,1,"Hinjewadi,Pune",18.5853,73.7413,57,1
A6LAMY7Z10BBJ,Dealer,5 BHK,1921.250495,3,0,"Pallikaranai,Chennai",12.9377,80.2153,97.1,0
ATIHDHZYNQ0EI,Owner,3 BHK,400,2,2,"Lajpat Nagar - Ghaziabad,Ghaziabad",28.467299,77.028895,30,1
A16XMNOX8N0DOQ,Owner,4 BHK,1020.160311,2,2,"Gola Road,Patna",25.61,85.14139,42,1
A20DF2DTZYI8TQ,Dealer,2 BHK,471.9885081,2,2,"Kolshet Road,Mumbai",19.249861,72.963866,69,0
APP2IYVGIG5S1,Dealer,3 BHK,3500.072918,3,2,"Versova,Maharashtra",18.96,72.82,1200,1
A3MYS4YDU2QXCP,Owner,3 BHK,1500,3,2,"Jayalakshmipuram,Mysore",12.321934,76.623079,75,0
A349HIGB6SOU8K,Dealer,3 BHK,1260.126013,3,2,"Banashankari,Bangalore",12.96991,77.59796,84,0
A2AOA8DG9W8YFD,Owner,2 BHK,1000,2,1,"Ganeshpur,Belgaum",15.866183,74.470984,30,1
A2RUIW6J2R3QEI,Dealer,3 BHK,1260.063003,3,1,"Seawoods,Lalitpur",24.69028,78.41889,180,1
A3QYHVYQLU8MJC,Owner,3 BHK,1575.299307,3,2,"Ambattur,Chennai",13.0983,80.1622,75,0
A2HF72GRWTRW35,Builder,4 BHK,855.5555556,2,2,"Medavakkam,Chennai",12.91716,80.19287,38.5,1
AIR7BNZFT751N,Owner,4 BHK,1303.571429,3,0,"Podalakur Road,Nellore",14.43333,79.96667,36.5,0
ATWQP9EU3V9V7,Owner,2 BHK,1452.282158,2,2,"Parvat Patiya,Surat",21.372623,73.254962,49,1
A3MMB5RKFP57N1,Dealer,2 BHK,1344.164572,2,1,"Kandivali (East),Lalitpur",19.1955,72.8728,230,0
AL4M4T6T3JHY3,Dealer,3 BHK,1260.675071,3,3,"Sector - 1 Dharuhera,Dharuhera",28.211607,76.787033,31,1
A3FIUP4KF49FOH,Dealer,2 BHK,592.8005284,2,2,"Moshi,Pune",18.669919,73.853723,35.9,0
A2DN52HYY0X7XM,Dealer,3 BHK,988.1756757,3,1,"Moshi,Pune",18.669919,73.853723,46.8,0
A3UX4TYSZJBJ3R,Dealer,2 BHK,869.6912596,2,2,"Mulund (West),Maharashtra",19.1759,72.9522,180,0
A3S4IWXSZCN9N7,Dealer,3 BHK,639.9844065,3,1,"Kolshet Road,Mumbai",19.249861,72.963866,98.5,0
ANMPK1PSQDQ2L,Dealer,2 BHK,1409.910844,2,1,"Banjara Layout,Bangalore",12.96991,77.59796,68,0
A33B2PH7Y4WC6,Dealer,3 BHK,2739.726027,2,1,"Domlur,Bangalore",12.96082,77.63613,240,1
A737WEUQM1K1H,Owner,2 BHK,1425.081433,2,1,"Amalanagar,Thrissur",10.52,76.21,35,1
A263ZEDYD50VAT,Owner,2 BHK,1100.296234,2,1,"Soma Talav,Vadodara",22.273345,73.232995,26,0
A2VTNMSQLKUPFA,Dealer,5 BHK,820.2099738,,2,"Pholriwal,Jalandhar",31.261414,75.589997,25,0
A3NV17B17PFB7G,Builder,3 BHK,804.86158,3,3,"Bavdhan,Pune",18.510418,73.781944,59.6,0
A1O3WOX0KBBV3W,Owner,3 BHK,800,2,1,"Bommanahalli,Bangalore",12.907374,77.625811,30,1
A2DRQBOGCTC5HP,Dealer,2 BHK,1070.216654,2,1,"Sector-137 Noida,Noida",28.506454,77.409568,41,1
A1891H0TIXLDXA,Owner,3 BHK,1635.220126,3,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,65,1
A3QOSBTILZ84HY,Dealer,3 BHK,1000,2,2,"Wagholi,Pune",18.5823,73.983,46,1
AHMCLSA49GPHK,Dealer,2 BHK,3200,2,2,"Bandra (West),Mumbai",19.05444,72.84056,1200,1
AXZTWAX77RHPG,Dealer,2 BHK,1000,2,0,"Sector 89 Faridabad,Faridabad",28.431903,77.364821,28.6,0
A3RB2ZB2KGRZVE,Dealer,2 BHK,1896.034129,2,1,"Chikkagubbi,Bangalore",13.083227,77.66279,120,1
A37FCSX7K7GEFT,Dealer,2 BHK,1040.041602,2,2,"Sector 25 Nerul,Lalitpur",28.582887,77.339935,140,0
A680RUE1FDO8B,Dealer,3 BHK,1423.267327,3,2,"Madhurawada,Visakhapatnam",17.815234,83.35818,57.5,0
A23Q6TN6OK1U51,Owner,3 BHK,1256.767208,2,3,"Sector-77 Noida,Noida",28.568096,77.390253,65,0
A38FWXBFJX210N,Owner,3 BHK,1111.111111,2,2,"Mogappair West,Chennai",13.077741,80.164903,60,1
A1AMCR6ISCN2Z6,Dealer,3 BHK,1134.215501,3,2,"Barrackpore,Kolkata",22.75,88.36667,30,0
A1C3LSDRPLFZ62,Dealer,3 BHK,1550.044287,2,2,"Sector 10 Kharghar,Maharashtra",19.033956,73.075342,140,1
A4D9AIUP1NNIY,Owner,2 BHK,600.0648719,2,2,"Tinhewadi Road,Pune",18.52361,73.84778,18.5,0
A1YQORA01YBBLS,Owner,2 BHK,1137.931034,2,1,"Naini,Allahabad",25.3945,81.8615,33,1
A7HKP7RBH88IU,Dealer,3 BHK,139428.5714,3,1,"Sector-150 Noida,Noida",28.429614,77.481711,9760,0
A13KWQGEI9MHG0,Owner,3 BHK,979.4776119,2,1,"Khorlim,Goa",15.595677,73.800991,42,1
A16UWS8G26PDN8,Dealer,3 BHK,1106.106106,3,2,"Bansdroni,Kolkata",22.470809,88.363181,44.2,1
A36GDATSF85X7W,Dealer,2 BHK,2100.210021,2,2,"Saproon,Solan",30.92,77.12,70,0
A36WE3X9G0DZUZ,Owner,2 BHK,548.3028721,2,2,"Sawantwadi,Sindhudurg",15.963927,73.998901,16.8,1
A2ZP8BJR5PYLG7,Dealer,3 BHK,1135.03305,3,1,"Rajarajeshwari Nagar 5th Stage,Bangalore",12.919423,77.522774,60.1,0
AFN9QJ7IE89N4,Dealer,4 BHK,1223.657376,3,2,"Labhandi,Raipur",21.241299,81.699326,36,0
AN85IOOEI9IYB,Dealer,3 BHK,563.0278386,2,2,"Kedari Nagar,Pune",18.484943,73.904242,36,1
AHSURYHM6ZZXC,Owner,5 BHK,1825.557809,2,2,"Vemali,Vadodara",22.35962,73.187321,45,1
A1KFUVZ3BZ59R1,Dealer,4 BHK,2261.685374,2,0,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,270,0
A1T5CH6SHV989P,Dealer,2 BHK,1754.704149,2,1,"Sector-91 Mohali,Mohali",30.698017,76.679016,77.4,1
A1D3F6UI1RTXO0,Owner,2 BHK,3281.378179,2,1,"Old Matigara,Siliguri",26.724219,88.326357,200,0
AF50D40Y85TV3,Dealer,2 BHK,640.2313094,2,3,"Sunny Enclave,Mohali",30.664299,76.817624,15.5,1
A3G313KLWDG3PW,Dealer,3 BHK,1255.155101,3,1,"Sector 12 Kharghar,Lalitpur",19.042483,73.066371,140,0
A3NIDDT7E7JIFW,Dealer,2 BHK,1509.123337,2,1,"Action Area IID,Kolkata",40.67197199,-86.15292909,110,1
A132DJVI37RB4X,Dealer,2 BHK,1127.57732,2,2,"Malad (West),Maharashtra",19.1849,72.8347,140,0
AO2ZY713W85C7,Dealer,2 BHK,1206.123396,2,1,"E M Bypass,Kolkata",22.54111,88.33778,78,0
A1UHRRM3U7T1KR,Dealer,4 BHK,724.1129616,3,1,"Goregaon (East),Mumbai",19.1615,72.8731,140,0
A2OPG8EOB026ME,Dealer,2 BHK,328.1721687,2,2,"Kalyan (West),Mumbai",19.245347,73.124577,33.7,0
A19DSLQN7O8UF7,Dealer,3 BHK,1100,2,3,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,44,0
A1N5SXOJUJGI6A,Dealer,3 BHK,950.0308452,3,2,"Kolshet Road,Mumbai",19.249861,72.963866,77,1
A2M4EZS28WRWTA,Owner,2 BHK,584.9908073,2,2,"Sainath Nagar,Pune",18.628795,73.852993,35,1
A1TQQQAYEDEY6B,Dealer,1 BHK,1772.479173,1,0,"Gazipur,Mohali",30.638175,76.829909,61.7,0
A3MDETK0D5UAIN,Dealer,2 BHK,1642.305797,2,3,"Sector-93 A Noida,Noida",21,77,100,1
A2RZFAXI5Y7NLT,Dealer,4 BHK,790.0280899,2,3,"Chembur,Mumbai",19.05871,72.89969,180,0
A1N07AUA3B1NUU,Owner,2 BHK,1518.218623,2,1,"Bank More,Dhanbad",23.883763,87.125381,45,1
A3QLX72AO0DD5Z,Dealer,2 BHK,1040.240898,2,0,"Sector-143 Noida,Noida",28.5035,77.426447,38,1
A3KT9194WQLNLY,Owner,2 BHK,1060.204468,2,3,"Kumarpur,Asansol",23.694909,86.939424,28,1
A39TEF7LX44K7Q,Owner,1 BHK,700.2096436,1,1,"Royal Court Neemrana,Neemrana",27.98889,76.38833,16.7,1
ABFCYFL69Y41H,Owner,2 BHK,420.0610998,2,1,"Sector-87 Noida,Noida",28.527249,77.412523,16.5,1
AUJLWV0FMI5V6,Dealer,4 BHK,1450.075956,3,2,"Kandivali (East),Lalitpur",19.1955,72.8728,210,0
A26Y64M23OISTO,Dealer,3 BHK,1603.031186,2,2,"BJB Nagar,Bhubaneswar",20.250918,85.844657,110,1
A3UZ3WQO1TQ99W,Dealer,2 BHK,947.4974919,2,1,"Goregaon (East),Lalitpur",19.1615,72.8731,170,0
A16YA8CBBX9CTN,Dealer,2 BHK,602.0642202,2,1,"Keshav Nagar,Pune",27.16726,75.709505,42,1
ATIMPESKY25N5,Owner,4 BHK,1330.008313,2,0,"Hoskote,Bangalore",13.07,77.8,80,0
A1OC93L36EHWWJ,Owner,2 BHK,1447.828258,2,2,"Zirakpur,Mohali",30.65,76.82,58,1
A1CLBQQ7A77FSI,Dealer,3 BHK,1074.782215,3,2,"Kanjur Marg (East),Maharashtra",18.96,72.82,190,0
A1J2FKMZPW32HV,Owner,2 BHK,1470.047777,2,1,"E M Bypass,Kolkata",22.54111,88.33778,80,1
A1W5FYWEWDH25R,Owner,5 BHK,1550.387597,2,1,"Trikamnagar,Surat",21.17,72.83,30,0
A1JNAVLBMYJHAZ,Dealer,2 BHK,560.0229753,2,3,"Mira Bhayandar,Mumbai",19.259521,72.883037,39,1
A1H0W7S2H5HC04,Owner,4 BHK,1200.154859,2,2,"Vijayanagar,Bangalore",12.96991,77.59796,62,0
A1V1EP514B5H7Y,Dealer,2 BHK,1803.833145,2,2,"Sector-48 Gurgaon,Gurgaon",28.415742,77.028867,160,1
A309Z6S89J718F,Owner,2 BHK,883.1321754,2,0,"Krishna Nagar,Pondicherry",11.952025,79.823971,30,1
A3R8V9EGMG9PXK,Dealer,2 BHK,1200.162734,2,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,29.5,0
A15KWUBMC2Y0MF,Owner,1 BHK,783.5325365,1,1,"Chanod Colony,Vapi",20.36667,72.9,17.7,1
A29N1H1N0DSOBU,Owner,2 BHK,910.0837277,2,1,"Mohan Nagar,Nagpur",21.159018,79.085738,50,0
A23YE95SVEUYZL,Owner,3 BHK,751.1737089,2,2,"New Nawpara,Kolkata",22.55361,87.984436,24,0
AYWAGB8DM3DS8,Dealer,2 BHK,1174.285714,2,1,"Noida Extension,Noida",28.579004,77.431173,41.1,1
A2RURLGD61WYSS,Owner,5 BHK,1344.086022,2,1,"Sector-119 Noida,Noida",28.587711,77.403123,80,1
A183KZ8DOY7EJ3,Owner,3 BHK,1499.812523,3,2,"Jagatpura,Jaipur",26.832353,75.841749,40,0
AAN998J28WIWP,Dealer,2 BHK,1330.229465,2,1,"Manpada,Mumbai",19.239813,72.962722,160,1
A2CH71BG8TO5NN,Dealer,9 BHK,629.0684317,9,3,"Sion (West),Maharashtra",19.044874,72.863405,230,0
AUCMFAJOBT5CK,Dealer,2 BHK,1640.112465,2,1,"Mullanpur,Chandigarh",30.73528,76.79111,70,1
A3IANUVB302MPN,Dealer,2 BHK,1175,2,0,"Mango,Jamshedpur",22.835481,86.221099,28.2,0
A2J1EGNKT7I82I,Dealer,3 BHK,650.0072223,3,2,"Sector-9 Ulwe,Mumbai",18.973908,73.025106,45,1
A23YPRZKGGP3QI,Dealer,2 BHK,1057.867684,2,2,"Tumkur Road,Bangalore",13.34222,77.10167,63.8,0
A2HOBQ1UZ2QTSA,Dealer,1 BHK,1110.385369,2,1,"Thara,Bhiwadi",28.162032,76.811066,17,1
A1O8BS2HKE5Y0O,Owner,3 BHK,815.0851582,3,2,"Kandigai,Chennai",13.234221,80.212829,33.5,0
A1FQ1WQDYAGU77,Owner,2 BHK,1118.257261,2,2,"Mirzapur,Darbhanga",26.018827,85.91829,53.9,1
A2ELDBHEORXNWA,Owner,3 BHK,580.0464037,3,1,"Malleshwaram,Bangalore",13.0097,77.5648,45,0
A27XY8WKDALB34,Owner,3 BHK,900.0382995,3,3,"Bapod,Vadodara",22.304805,73.23414,23.5,1
A1HDZQLR9Y5X2A,Owner,2 BHK,1250,2,1,"Kengeri,Bangalore",12.919987,77.489265,54,1
A4ZRAZF766WPQ,Owner,2 BHK,915.0526155,2,1,"DTE COLONY,Chennai",13.028627,80.252681,60,0
A2SPYTCUM93BPO,Dealer,1 RK,659.8984772,1,0,"Nalasopara East,Lalitpur",24.69028,78.41889,32.5,0
A3T8J8FZ6R8B3W,Dealer,3 BHK,1063.568682,7,2,"Chembur,Mumbai",19.05871,72.89969,260,0
A1286MWY9ZAMDN,Dealer,3 BHK,650,3,2,"Sector-15 Ghansoli,Maharashtra",19.126499,72.99956,65,1
A1818NWEJP4RND,Dealer,3 BHK,1100.513573,3,3,"Kanjur marg (west),Maharashtra",18.96,72.82,270,1
A2CC7AFBJJVLZ4,Owner,2 BHK,1060.070671,2,0,"Ponnurunni,Kochi",9.930471,76.271273,45,1
A1JOEJLEL2KJE2,Owner,4 BHK,1446.201311,3,2,"Sector-70 Noida,Noida",28.59632,77.38143,75,1
A3HXPEOW4KN19,Dealer,4 BHK,990.0990099,2,0,"Sector-8 Ulwe,Maharashtra",19.216097,72.821721,72,1
A35HLZTYAWX5G1,Dealer,3 BHK,1273.529412,2,3,"Pahala,Bhubaneswar",20.26444,85.82806,43.3,0
AGV2SUHV9P47T,Dealer,3 BHK,1550.120565,2,1,"Sector-78 Noida,Noida",28.560719,77.386208,90,1
A2R81O3QF8BXI7,Owner,2 BHK,1779.935275,2,1,"Kaloor,Kochi",9.994,76.292,110,0
A34UKAOKNIDCWZ,Owner,2 BHK,1402.147971,2,2,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,47,0
A3SH3ZVXS16IBL,Dealer,2 BHK,1128.031585,2,2,"NH-8,Dharuhera",12.973237,77.646859,20,0
A1G51N43M000F7,Owner,7 BHK,1204.013378,2,2,"Nagasandra,Bangalore",13.041421,77.500532,90,1
A1OR3IQK8AB72I,Dealer,3 BHK,1038.178165,2,2,"Sector-75 Noida,Noida",28.576117,77.382136,31,0
A21V8AYNDN7TNK,Dealer,2 BHK,834.5939179,2,1,"Kandivali (East),Mumbai",19.1955,72.8728,160,1
AXA2AK79YLGEN,Dealer,2 BHK,1014.957265,2,1,"Ghodbunder Road,Lalitpur",24.69028,78.41889,95,0
A3C8ARJQBVVS30,Dealer,2 BHK,953.0201342,2,2,"Kasavanhalli,Bangalore",12.9077,77.6755,71,1
A1TIVD0Y3KJSCN,Owner,3 BHK,1187.08452,3,2,"Vasanthapuram neat maharishi vidhya Mandir school,Chennai",13.074579,80.23544,50,0
A2E2YEN2AYNHPG,Dealer,3 BHK,651.0618509,3,2,"Sector 17 Ulwe,Mumbai",18.964489,73.019574,42,1
A1YLU9NT0Q9H1V,Dealer,4 BHK,1628.075253,,2,"Sector-106 Gurgaon,Gurgaon",28.50437,76.996356,270,1
ALYF3U1ERAREB,Owner,2 BHK,1050.019091,2,1,"Kallumantapa,Bangalore",12.96991,77.59796,55,0
A39YLXXQHWKFTQ,Dealer,2 BHK,1274.534795,2,0,"4th T block Jayanagar,Bangalore",12.925,77.595,150,1
AHVASC86C9VPS,Owner,2 BHK,1075.268817,2,1,"Mahawadiya,Bhopal",23.11702,77.39529,22,0
A2YVSVBU5YZNQT,Owner,3 BHK,1320.064988,2,0,"Lenin Nagar,Chennai",14.64809,77.620513,65,0
A5NZUU4AUOWZH,Dealer,2 BHK,2050.326188,2,0,"Vesu,Surat",21.143354,72.770931,110,1
A3SIOSO6LTWCVE,Dealer,4 BHK,1250,3,1,"Zirakpur,Chandigarh",30.662283,76.822397,53,1
A2DQQUEPK53ORW,Owner,3 BHK,1800.288046,3,0,"Palanpur,Surat",21.17,72.83,75,0
A2J8GOBY9PV8WG,Dealer,3 BHK,2353.996189,3,3,"Sector-66 Gurgaon,Gurgaon",28.398408,77.056504,210,1
A3Q63ZZGUICVFW,Dealer,4 BHK,1036.985828,2,1,"Sainath Nagar,Mumbai",17.643384,75.918072,120,0
A3HPCRD9RX351S,Dealer,4 BHK,1334.615385,2,3,"Vidhan Sabha Road,Raipur",26.843849,80.942867,34.7,1
A2C7PEKUF924NX,Dealer,2 BHK,1269.983565,2,1,"Ramagondanahalli,Bangalore",12.96991,77.59796,85,0
AEJGD0907C1TJ,Dealer,2 BHK,753.5164099,2,1,"Calangute,Goa",15.545,73.76306,45,1
A2DHG1HP5MCGMI,Owner,2 BHK,1510.269835,2,1,"Gola Road,Patna",25.61,85.14139,75,0
A1Y3B0IGSIJS7E,Dealer,2 BHK,4160.098091,2,2,"Andheri (West),Mumbai",19.139348,72.820458,950,0
A1MPZHCGA5OX6B,Owner,1 BHK,925.1101322,1,2,"Noida Extension,Noida",28.579004,77.431173,42,0
A2R6RA8FRBS608,Dealer,2 BHK,1080.125687,2,1,"Raigachi,Kolkata",22.636865,88.471515,55,0
A2EJ75UB35C0UL,Dealer,3 BHK,728.0139779,3,1,"Rajendra Nagar,Lalitpur",28.684262,77.357147,200,0
A19U4T4I7UZGNM,Dealer,4 BHK,1439.95098,3,3,"Kudasan,Gandhinagar",23.166495,72.63429,47,1
A2058UP7ATXFOF,Owner,3 BHK,950.0542888,2,1,"Sarjapur,Bangalore",12.86,77.786,35,1
A2058UP7ATXFOF,Owner,3 BHK,904.1980624,3,1,"Saket Nagar,Kanpur",26.431083,80.31609,42,0
A19U4T4I7UZGNM,Owner,2 BHK,910.1251422,2,1,"Noida Extension,Noida",28.579004,77.431173,40,0
A1BPLP0BKERV,Dealer,4 BHK,1344.122275,2,3,"Sector-78 Noida,Noida",28.560719,77.386208,59.8,0
A26859014YM6JS,Owner,2 BHK,1765.447667,2,1,"Harshwardhan Nagar,Bhopal",23.25,77.41667,42,1
A3Q1DEMHY49CN3,Owner,4 BHK,1539.645881,2,0,"Talawali Chanda,Indore",22.66667,75.75,40,1
A3B8CF4V636M8U,Owner,3 BHK,6001.091107,3,1,"Vijay Khand, Gomti Nagar,Lucknow",26.86056,80.91583,110,1
A2MZ43MMIBFL7M,Owner,3 BHK,749.8897221,3,2,"Trehan Delight Residencies,Bhiwani",28.78333,76.13333,17,1
A92JIDJABMJKY,Owner,3 BHK,710.0591716,3,2,"Shakti Khand 3,Ghaziabad",28.9196,76.8972,36,1
A29BWC41573AF8,Dealer,1 BHK,1955.062737,1,1,"Palanpur Gam,Surat",24.17311,72.416912,67,0
ACYR6O588USK,Dealer,2 BHK,1905.714286,2,1,"Sevoke Road,Siliguri",26.724219,88.326357,66.7,1
A2GEZJHBV92EVR,Owner,2 BHK,880,2,1,"Pratap Nagar,Vadodara",26.807408,75.838659,16.5,0
A1IQB5BF5VKT0H,Owner,3 BHK,582.3822066,2,1,"Kedar Nagar,Agra",27.189303,77.861226,19.9,0
AJOVLH67GULJD,Dealer,2 BHK,1290.045152,1,0,"kavesar,Lalitpur",24.69028,78.41889,120,0
A3TD1O4EC26NT2,Dealer,2 BHK,2272.413793,2,2,"Nipania,Indore",22.760061,75.928572,65.9,1
A2CS4B58345BRL,Dealer,2 BHK,900.0090001,2,2,"Matungawest,Mumbai",18.96667,72.83333,300,0
A291HTT117RVS9,Dealer,2 BHK,992.6653063,2,1,"Patlipada,Maharashtra",21.308574,73.974824,180,1
A1MMJ2O6PM8OG7,Dealer,2 BHK,880.7506053,2,2,"Mansarovar,Jaipur",26.8626,75.7633,29.1,0
AW7VIZUKC8ZY3,Owner,3 BHK,1465.002713,3,1,"Whitefield,Bangalore",12.9958935,77.761394,81,1
A2K05W5ZQQH7VI,Owner,2 BHK,1281.503631,2,1,"Madhurawada,Visakhapatnam",17.815234,83.35818,60,0
AM9KC2IIN15JV,Dealer,3 BHK,1369.863014,3,2,"Ajmer Road,Jaipur",26.928785,75.828002,35,1
A280OZI067MIQN,Owner,2 BHK,1260.178364,2,3,"Sector-118 Noida,Noida",28.579845,77.403693,65,1
A1MM0WYBRDZT5O,Dealer,3 BHK,1250,2,3,"Gariahat,Kolkata",22.517786,88.366066,130,0
A1N5121RR13ZCZ,Owner,2 BHK,1380.103508,2,1,"Sarbahal,Jharsuguda",21.84208,84.010584,24,1
A2JBZWC5IY0AMG,Dealer,2 BHK,1678.086981,2,2,"7th Phase JP Nagar,Bangalore",35,136,120,0
AC0NNJ3Q6YF2N,Owner,4 BHK,825.0825083,3,2,"Monirampore,Kolkata",22.54111,88.33778,30,0
A3FRWBGL8TSOY7,Dealer,3 BHK,1088.065844,3,2,"Yeshwanthpur,Bangalore",12.96991,77.59796,66.1,1
A2ZEFDVX4X5TPX,Dealer,3 BHK,1200,3,2,"Patia,Bhubaneswar",20.353795,85.82102,48,1
AQ0BWW19DY5KE,Dealer,3 BHK,1204.451624,3,2,"Pallavaram,Chennai",12.968,80.1502,67.1,0
A2W09PJ1TTHQ6H,Owner,3 BHK,1162.582722,3,2,"Kaushambi,Ghaziabad",28.638934,77.326457,65,1
A1SB0MNI6H90DG,Dealer,2 BHK,2278.820375,2,0,"Whitefield,Bangalore",12.9958935,77.761394,170,0
A1K0TEFCRCKU9B,Owner,3 BHK,760,3,2,"Kapil Vihar Chak Gatore Snagnaer,Jaipur",26.349343,84.423219,15.2,1
A2O8HS10MV08RN,Dealer,3 BHK,991.056321,3,2,"Canttonment,Varanasi",25.30694,83.00611,82,0
A15FF2P7RPKH6G,Owner,2 BHK,1245.121725,2,2,"Sarjapur Road,Bangalore",12.86,77.786,67,1
ADLVFFE4VBT8,Dealer,3 BHK,1030.029316,3,1,"Thane West,Maharashtra",19.18,72.96333,130,0
A7E85LH2I0TAP,Dealer,4 BHK,1203.698638,2,2,"Sector-58 Seawoods,Lalitpur",28.606007,77.359111,220,0
A3M6MZMHTACBVW,Owner,3 BHK,2400,3,2,"Sector-121 Mohali,Mohali",30.696627,76.693764,120,0
A1ER584LJ4JX1X,Dealer,8 BHK,490.0064475,2,1,"Ashok Nagar,Lalitpur",12.97038,77.611368,76,0
A3N1XZUZOTIOT8,Dealer,2 BHK,5025.125628,2,2,"Khadki,Pune",18.553604,73.86247,650,0
A691XU34BVWME,Owner,2 BHK,1300.284437,2,1,"Bhayli,Vadodara",22.288976,73.128222,32,1
A2E2BTMHXJNGWN,Dealer,3 BHK,614.7311948,2,2,"Marol,Mumbai",22.803593,83.755013,110,1
A13DPGTZRONDGA,Dealer,4 BHK,1167.618059,2,1,"Chembur (East),Lalitpur",19.05871,72.89969,180,0
AGXG6VBHLW8J7,Dealer,2 BHK,2000,2,2,"Mhada Colony,Pune",18.142137,74.572831,140,0
A15NMAUKEZG3G1,Owner,2 BHK,804.8848182,2,2,"Ambalpady,Udupi",13.337165,74.730644,29,0
A1Q3DMETYMY7Q1,Dealer,2 BHK,1150.054765,2,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,42,1
A3UOSNSYF9F9PV,Owner,2 BHK,690,2,1,"Kankavli,Sindhudurg",16.2661,73.7122,20.7,1
AKXYY2AS7Q8VQ,Dealer,5 BHK,7959.300894,3,2,"Manpada,Lalitpur",24.69028,78.41889,970,1
A1UQR4UUH841TH,Owner,2 BHK,2933.333333,2,2,"Vijayashree Layout,Bangalore",12.96991,77.59796,220,1
A1ML5BUFQOZ7MO,Dealer,2 BHK,650,2,1,"Ambernath,Mumbai",18.96,72.82,28.6,1
A2Z5X7QJZ1GHI1,Owner,2 BHK,1000,2,1,"Alibaug,Raigad",18.65367,72.883056,42,0
A3HHRSX7ESCP9B,Owner,2 BHK,1339.915374,2,1,"Gopipura,Surat",21.17,72.83,28.5,1
A374D06F5GMJ2R,Dealer,3 BHK,630.0422589,3,0,"Hiranandani Estate,Mumbai",19.255098,72.9815265,82,0
