RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label,results
A3OFVFM2H4XQPT,Owner,2 BHK,967.1476819000001,2.0,1,"Ambattur,Chennai",13.0983,80.1622,63.0,1,1
A2YPBLSWGVCGVL,Owner,2 BHK,1754.8825359999998,2.0,1,"Urjanagar 1,Gandhinagar",23.22,72.68,62.0,1,1
AEFA52M4MT4H6,Owner,2 BHK,550.0,2.0,1,"Triveni Nagar,Jaipur",26.888436,80.926113,16.5,0,0
A8AJFY7BX21SS,Dealer,2 BHK,1182.832038,2.0,2,"Pokhran-2,Maharashtra",19.371617999999998,72.824114,140.0,1,1
A2BF7B1EJBMNSY,Dealer,2 BHK,2189.6355350000003,2.0,2,"Zirakpur,Chandigarh",30.662283000000002,76.822397,76.9,0,0
A1XDNMQMY5PYFZ,Dealer,3 BHK,1310.066551,3.0,3,"Malad (East),Lalitpur",19.1758,72.8643,250.0,1,1
AYMV2T86WIXVD,Owner,3 BHK,890.5852417000001,3.0,2,"Manek Nagar,Jamnagar",22.245556,73.085224,17.5,0,0
A1PZN8AP463DG,Dealer,2 BHK,1083.7096210000002,2.0,0,"Palanpur,Surat",21.17,72.83,31.2,0,0
A1VMGTCTZUKHV6,Owner,1 BHK,1500.133941,1.0,1,"Sector-3 Rajendra Nagar,Ghaziabad",28.684262,77.357147,56.0,0,0
A3CFKMOCU5C5UR,Owner,2 BHK,1500.214316,2.0,2,"Jharapada,Bhubaneswar",20.275267000000003,85.86240699999999,70.0,1,1
A1O9O18AE5HIOL,Dealer,3 BHK,645.6820016,2.0,1,"Mulund (West),Lalitpur",19.1759,72.9522,160.0,0,0
A3UAHFFUHXJ7Z0,Dealer,2 BHK,1297.789337,2.0,2,"Kanakpura Road,Bangalore",12.896796,77.5724,49.9,1,1
A3KTOA1CBPBBC0,Owner,3 BHK,1573.082805,3.0,2,"Begur,Bangalore",12.8706,77.6279,72.0,0,0
A16V3EN9C3K83W,Owner,3 BHK,2078.669651,3.0,2,"Bannerghatta Road,Bangalore",12.808137,77.58308000000001,130.0,1,1
A32OZFDUK07WLV,Owner,3 BHK,682.1766562000001,2.0,3,"Raj Nagar Extension,Ghaziabad",26.900926000000002,75.775927,17.3,0,0
A1WX42M589VAMQ,Owner,3 BHK,2100.6564550000003,3.0,1,"Ali Nagar Dhorra,Aligarh",27.917376,78.099967,48.0,1,1
A3EGP5QU70NRKA,Dealer,1 BHK,1121.579183,1.0,0,"Sector-35G Kharghar,Lalitpur",24.690279999999998,78.41889,100.0,1,1
A3LRR63WLQ3N3O,Owner,1 BHK,1596.2230220000001,1.0,1,"Hosa Road,Bangalore",12.863589,77.656426,71.0,0,0
A35MKC4WRQ8M8F,Dealer,3 BHK,880.938642,2.0,1,"Nanmangalam,Chennai",12.940685,80.177022,45.8,1,1
A1C1Y0S6QPBM4W,Dealer,3 BHK,1522.815032,3.0,2,"Manpada,Maharashtra",19.239813,72.962722,280.0,0,0
A11VPI6WLMQ2ZQ,Dealer,7 BHK,1252.00857,7.0,3,"Kharadi,Pune",18.5438,73.9438,93.5,0,0
A9T4HGTPSJ27N,Owner,2 BHK,940.0,2.0,1,"Sector-143B Noida,Noida",28.495803000000002,77.42684799999999,42.3,1,1
A1I985U2CK6R97,Dealer,2 BHK,1275.0223130000002,2.0,1,"Konanakunte,Bangalore",12.8855,77.5638,100.0,1,1
A2E3WMF9RWW2X2,Owner,3 BHK,627.6150627999999,2.0,1,"Besa,Nagpur",21.080409,79.098334,30.0,0,0
AJY5Y3SHROG5C,Owner,4 BHK,1485.253554,3.0,2,"Gunadala,Vijayawada",16.515342999999998,80.65431099999999,70.0,1,1
AJW40ZXGT8ITY,Owner,4 BHK,920.2453988,3.0,2,"Chiplun,Ratnagiri",17.524875,73.520142,30.0,0,0
AGC3K4KSI67RI,Dealer,2 BHK,905.7150619999999,2.0,2,"Pokhran-2,Maharashtra",19.371617999999998,72.824114,100.0,1,1
A30NECNFHHBT3H,Dealer,2 BHK,1691.3098059999998,2.0,2,"Cuffe Parade,Maharashtra",18.9147285,72.8202265,970.0,0,0
A1TCNR6ULOEDOQ,Dealer,2 BHK,672.0430107999999,2.0,2,"Kolshet Road,Mumbai",19.249861,72.96386600000001,90.0,1,1
A3SM576V5911MB,Dealer,5 BHK,2635.2775829999996,2.0,2,"Sai Gardens,Bangalore",32.126321999999995,76.541845,150.0,0,0
A3223MR0RBJG6H,Owner,3 BHK,800.0,3.0,1,"Ankur Vihar,Ghaziabad",28.66667,77.41667,20.0,0,0
A1Y1L56592H2ZX,Owner,2 BHK,759.1861524,2.0,1,"Chengalpet,Chennai",13.09,80.27,25.0,0,0
A3NH41GQPFMGQS,Dealer,4 BHK,1140.1064099999999,2.0,1,"Wagholi,Pune",18.5823,73.983,45.0,0,0
A2D293ADQ5HCLF,Dealer,4 BHK,1786.112972,2.0,2,"Konanakunte,Bangalore",12.8855,77.5638,160.0,0,0
A17Q17AR5GN2SH,Dealer,3 BHK,1600.0,3.0,2,"Keshav Nagar,Pune",27.16726,75.70950500000001,120.0,1,1
A3W4RLOQQ2R4RT,Owner,3 BHK,610.0316313,3.0,2,"Sukhsagar Nagar,Pune",18.52361,73.84778,27.0,1,1
A2AV6EYCQ5OA30,Dealer,2 BHK,1064.695935,2.0,2,"Chembur,Lalitpur",19.05871,72.89969,170.0,0,0
AR37BG23UFBF6,Owner,3 BHK,1381.2910279999999,3.0,2,"Patia,Bhubaneswar",20.353795,85.82101999999999,50.5,0,0
A2EZOWS34XH567,Dealer,1 BHK,2420.856611,1.0,1,"Zirakpur,Chandigarh",30.662283000000002,76.822397,65.0,0,0
ACSALMTTUS776,Dealer,3 BHK,910.2990033,3.0,3,"Ananth Nagar,Bangalore",12.96991,77.59796,27.4,1,1
A1XKHPDL7JJBK5,Dealer,3 BHK,869.7164723999999,3.0,3,"Marol,Maharashtra",19.111438,72.878724,250.0,1,1
A1B1QMGK8VYG80,Dealer,3 BHK,1025.179856,3.0,2,"Kaggadasapura,Bangalore",12.9816,77.6729,57.0,1,1
A2KHRJZDOQUK4Y,Dealer,2 BHK,975.2020061000001,2.0,2,"Vasant Vihar,Mumbai",19.043732000000002,72.90371999999999,140.0,1,1
AK09TO4RIP6IR,Owner,2 BHK,1650.227618,2.0,1,"Gubbalala,Bangalore",12.96991,77.59796,87.0,1,1
A3L9WUD9W8TAFT,Dealer,3 BHK,1350.124801,3.0,2,"Action Area IIB,Kolkata",40.67197199,-86.15292909,59.5,0,0
A2W9I628I6SE1U,Dealer,2 BHK,2256.820061,1.0,2,"Sector 82 Faridabad,Faridabad",28.394375,77.35722700000001,81.9,1,1
AOQT2JCYZ1UWP,Owner,3 BHK,666.0323501,3.0,2,"Kirkatwadi,Pune",18.437138,73.794801,35.0,0,0
A2U4N0SDPQQ884,Dealer,2 BHK,2280.068402,2.0,2,"Sector-79 Noida,Noida",28.558047,77.392752,120.0,0,0
AYZZSRYAIXNOS,Dealer,1 BHK,1321.81599,1.0,0,"Sasni Gate,Aligarh",27.865695000000002,78.067543,32.9,0,0
A3NHUQ33CFH3VM,Dealer,4 BHK,1409.077425,2.0,3,"Aerocity,Mohali",30.696627000000003,76.693764,47.5,1,1
A3NHUQ33CFH3VM,Owner,2 BHK,1015.0223300000001,2.0,1,"Basaveshwara Nagar,Bangalore",12.985039,77.54383,75.0,0,0
A3NHUQ33CFH3VM,Dealer,3 BHK,694.0588562,2.0,3,"Tollygunge,Kolkata",22.5,88.35,62.5,1,1
A6LAMY7Z10BBJ,Dealer,3 BHK,1214.329083,2.0,3,"Poonam Gardens,Mumbai",19.019766,72.853818,100.0,0,0
A3NHUQ33CFH3VM,Owner,6 BHK,429.51971889999993,2.0,1,"Vavol,Gandhinagar",23.22533,72.619511,22.0,1,1
A1K4TZD6TPLKOC,Dealer,4 BHK,992.3664122000001,3.0,2,"Wadala,Lalitpur",24.690279999999998,78.41889,260.0,0,0
ABO66JJKQBGID,Dealer,2 BHK,1414.427157,2.0,2,"Jodhpur Park,Kolkata",22.506447,88.363636,110.0,1,1
A1UTKYFGM2ITLU,Owner,3 BHK,1900.057002,3.0,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,100.0,1,1
AWBKE3QTB3BWX,Dealer,2 BHK,980.0490025,2.0,3,"Undri,Pune",18.452663,73.93104,56.0,0,0
ACM3Z9NLSE8S9,Dealer,1 BHK,1511.144692,1.0,2,"Sanewadi,Pune",18.089810999999997,74.276733,120.0,1,1
A7INGAHQIWQ1,Dealer,2 BHK,1574.438527,2.0,3,"Andheri (West),Mumbai",19.139348000000002,72.820458,680.0,0,0
A3TUTIAVU7Q2E2,Owner,2 BHK,2000.0,2.0,2,"Dhakoli,Mohali",30.657375,76.85385500000001,70.0,0,0
A3MA4VWLFOCJ41,Dealer,3 BHK,1542.891785,2.0,2,"Sirsi Road,Jaipur",27.073396999999996,75.594316,50.9,1,1
A26L4JZZ9C1GT5,Dealer,2 BHK,969.9829597999999,2.0,2,"Chembur,Mumbai",19.05871,72.89969,370.0,1,1
AOIW6NFHHPT78,Dealer,9 BHK,866.6666667000002,9.0,2,"Thakur complex,Maharashtra",18.51306,76.87528,130.0,0,0
AB0BXP1IKDBIA,Owner,3 BHK,610.0942873,3.0,1,"Balaji Nagar,Pune",18.46471,73.860087,33.0,1,1
AH5GCNH82ZU0C,Owner,2 BHK,520.0367085,2.0,1,"AMS Layout,Bangalore",12.96991,77.59796,17.0,0,0
A3T7LFZQGL24A5,Owner,3 BHK,879.0911550000001,3.0,1,"Ashok Nagar,Allahabad",25.470837,81.824653,65.0,1,1
AYAU6OMJ81Q7Z,Dealer,3 BHK,1274.74002,2.0,1,"Kaza,Guntur",16.3906,80.5425,38.0,0,0
AXKXFB6C9Z9BH,Dealer,2 BHK,2508.623393,2.0,2,"8th Block Jayanagar,Bangalore",12.925,77.595,320.0,1,1
A1KB35ZYR2Z9RL,Dealer,3 BHK,922.2222222000001,2.0,1,"Hatia,Ranchi",23.280038,85.320296,24.9,0,0
A1ERHEVGUWLRBB,Owner,3 BHK,1149.73262,3.0,2,"Prithviraj Nagar,Nagpur",26.900156,75.69534200000001,43.0,0,0
A39YEZ676YGFI7,Dealer,4 BHK,1034.375,3.0,2,"Rajpur,Kolkata",22.101107,88.374433,33.1,1,1
A3SFS8R1T6JJM9,Builder,3 BHK,1074.193548,3.0,2,"Sanmitra Nagar,Ratnagiri",16.995379,73.304153,33.3,0,0
AWBKE3QTB3BWX,Owner,2 BHK,950.1689188999999,2.0,1,"Dalhousie Cantonment,Dalhousie",32.537765,75.967628,45.0,0,0
ACM3Z9NLSE8S9,Dealer,2 BHK,1645.3065470000001,2.0,1,"Sector-34A Kharghar,Mumbai",19.038204999999998,73.06612,190.0,1,1
AKSSGVF9DMJDU,Owner,3 BHK,1100.187266,3.0,3,"Sector-93 Noida,Noida",28.5216,77.3863,47.0,1,1
A2F0WNTW3QQZYS,Dealer,2 BHK,1200.0,2.0,0,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,39.9,0,0
A2NQKBC54RAZL5,Owner,2 BHK,860.0301011,2.0,1,"Sector-137 Noida,Noida",28.506453999999998,77.40956800000001,40.0,0,0
A2NQKBC54RAZL5,Owner,4 BHK,2900.02175,2.0,2,"BTM 2nd Stage,Bangalore",12.96991,77.59796,400.0,0,0
A11LJJL1SOH6W0,Owner,3 BHK,647.2491909,2.0,1,"Butibori MIDC,Nagpur",20.735825,78.632859,10.0,1,1
A2UY1O1FBGKIE6,Dealer,3 BHK,1341.184167,3.0,2,"Sarjapur Road,Bangalore",12.86,77.786,82.0,1,1
A11UPZ6LI1UJZY,Dealer,2 BHK,1872.113677,2.0,2,"Gangapuram,Ghaziabad",28.66667,77.41667,52.7,1,1
A88OW6BJKW3Q3,Owner,2 BHK,1454.349583,2.0,2,"Pedakakani,Guntur",16.3422,80.4911,54.0,1,1
A3NXCL9NJTL3TF,Dealer,3 BHK,985.1226377,3.0,2,"Sector-18 Ulwe,Mumbai",18.973907999999998,73.02510600000001,73.5,1,1
ATIHDHZYNQ0EI,Dealer,5 BHK,530.0353357,,2,"Bansdroni,Kolkata",22.470809,88.36318100000001,16.5,0,0
A13EBBWOMC0FUI,Owner,3 BHK,1034.185579,2.0,0,"Behala,Kolkata",22.498882000000002,88.31755600000001,36.0,1,1
A3HI6N7GG4B2SW,Dealer,3 BHK,867.1839343,3.0,0,"Thakur Village,Mumbai",18.914541,72.818211,190.0,0,0
A34AHOC0OXMR2K,Dealer,4 BHK,949.9451955,2.0,0,"Kolshet Road,Lalitpur",24.690279999999998,78.41889,130.0,1,1
A2RERXI7RH3CIA,Dealer,3 BHK,1241.258741,2.0,2,"Chamundeshwari Nagar,Lalitpur",16.700359,76.83521,710.0,0,0
AP8QHMD5LS6KF,Dealer,3 BHK,2049.780381,3.0,3,"Thanisandra,Bangalore",13.055985,77.622157,140.0,1,1
A1ESDLEDR9Y0JX,Owner,2 BHK,1295.015079,2.0,2,"Sector-75 Noida,Noida",28.576117,77.382136,73.0,0,0
A2KTFTRTY0ONWF,Owner,1 BHK,700.1909612000001,1.0,0,"Kosamba,Surat",21.450988,72.96710300000001,11.0,1,1
A62UHEAJJE7E,Owner,7 BHK,896.6510622999999,7.0,2,"Siddipet,Siddipet",18.1,78.85,24.9,0,0
A2U138G3VKRZSL,Dealer,3 BHK,895.1005025000001,2.0,1,"Hinjewadi,Pune",18.5853,73.7413,57.0,1,1
A6LAMY7Z10BBJ,Dealer,5 BHK,1921.250495,3.0,0,"Pallikaranai,Chennai",12.9377,80.2153,97.1,0,0
ATIHDHZYNQ0EI,Owner,3 BHK,400.0,2.0,2,"Lajpat Nagar - Ghaziabad,Ghaziabad",28.467299,77.02889499999999,30.0,1,1
A16XMNOX8N0DOQ,Owner,4 BHK,1020.160311,2.0,2,"Gola Road,Patna",25.61,85.14139,42.0,1,1
A20DF2DTZYI8TQ,Dealer,2 BHK,471.98850810000005,2.0,2,"Kolshet Road,Mumbai",19.249861,72.96386600000001,69.0,0,0
APP2IYVGIG5S1,Dealer,3 BHK,3500.072918,3.0,2,"Versova,Maharashtra",18.96,72.82,1200.0,1,1
A3MYS4YDU2QXCP,Owner,3 BHK,1500.0,3.0,2,"Jayalakshmipuram,Mysore",12.321933999999999,76.623079,75.0,0,0
A349HIGB6SOU8K,Dealer,3 BHK,1260.126013,3.0,2,"Banashankari,Bangalore",12.96991,77.59796,84.0,0,0
A2AOA8DG9W8YFD,Owner,2 BHK,1000.0,2.0,1,"Ganeshpur,Belgaum",15.866183,74.470984,30.0,1,1
A2RUIW6J2R3QEI,Dealer,3 BHK,1260.063003,3.0,1,"Seawoods,Lalitpur",24.690279999999998,78.41889,180.0,1,1
A3QYHVYQLU8MJC,Owner,3 BHK,1575.299307,3.0,2,"Ambattur,Chennai",13.0983,80.1622,75.0,0,0
A2HF72GRWTRW35,Builder,4 BHK,855.5555555999999,2.0,2,"Medavakkam,Chennai",12.91716,80.19287,38.5,1,1
AIR7BNZFT751N,Owner,4 BHK,1303.5714289999999,3.0,0,"Podalakur Road,Nellore",14.433329999999998,79.96667,36.5,0,0
ATWQP9EU3V9V7,Owner,2 BHK,1452.282158,2.0,2,"Parvat Patiya,Surat",21.372623,73.254962,49.0,1,1
A3MMB5RKFP57N1,Dealer,2 BHK,1344.1645720000001,2.0,1,"Kandivali (East),Lalitpur",19.1955,72.8728,230.0,0,0
AL4M4T6T3JHY3,Dealer,3 BHK,1260.6750710000001,3.0,3,"Sector - 1 Dharuhera,Dharuhera",28.211607,76.787033,31.0,1,1
A3FIUP4KF49FOH,Dealer,2 BHK,592.8005284,2.0,2,"Moshi,Pune",18.669919,73.853723,35.9,0,0
A2DN52HYY0X7XM,Dealer,3 BHK,988.1756757000002,3.0,1,"Moshi,Pune",18.669919,73.853723,46.8,0,0
A3UX4TYSZJBJ3R,Dealer,2 BHK,869.6912596000001,2.0,2,"Mulund (West),Maharashtra",19.1759,72.9522,180.0,0,0
A3S4IWXSZCN9N7,Dealer,3 BHK,639.9844065000001,3.0,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,98.5,0,0
ANMPK1PSQDQ2L,Dealer,2 BHK,1409.910844,2.0,1,"Banjara Layout,Bangalore",12.96991,77.59796,68.0,0,0
A33B2PH7Y4WC6,Dealer,3 BHK,2739.726027,2.0,1,"Domlur,Bangalore",12.96082,77.63613000000001,240.0,1,1
A737WEUQM1K1H,Owner,2 BHK,1425.081433,2.0,1,"Amalanagar,Thrissur",10.52,76.21,35.0,1,1
A263ZEDYD50VAT,Owner,2 BHK,1100.296234,2.0,1,"Soma Talav,Vadodara",22.273345000000003,73.23299499999999,26.0,0,0
A2VTNMSQLKUPFA,Dealer,5 BHK,820.2099738,,2,"Pholriwal,Jalandhar",31.261414000000002,75.589997,25.0,0,0
A3NV17B17PFB7G,Builder,3 BHK,804.86158,3.0,3,"Bavdhan,Pune",18.510417999999998,73.781944,59.6,0,0
A1O3WOX0KBBV3W,Owner,3 BHK,800.0,2.0,1,"Bommanahalli,Bangalore",12.907374,77.625811,30.0,1,1
A2DRQBOGCTC5HP,Dealer,2 BHK,1070.2166539999998,2.0,1,"Sector-137 Noida,Noida",28.506453999999998,77.40956800000001,41.0,1,1
A1891H0TIXLDXA,Owner,3 BHK,1635.220126,3.0,1,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,65.0,1,1
A3QOSBTILZ84HY,Dealer,3 BHK,1000.0,2.0,2,"Wagholi,Pune",18.5823,73.983,46.0,1,1
AHMCLSA49GPHK,Dealer,2 BHK,3200.0,2.0,2,"Bandra (West),Mumbai",19.05444,72.84056,1200.0,1,1
AXZTWAX77RHPG,Dealer,2 BHK,1000.0,2.0,0,"Sector 89 Faridabad,Faridabad",28.431903000000002,77.36482099999999,28.6,0,0
A3RB2ZB2KGRZVE,Dealer,2 BHK,1896.034129,2.0,1,"Chikkagubbi,Bangalore",13.083227,77.66279,120.0,1,1
A37FCSX7K7GEFT,Dealer,2 BHK,1040.041602,2.0,2,"Sector 25 Nerul,Lalitpur",28.582887,77.339935,140.0,0,0
A680RUE1FDO8B,Dealer,3 BHK,1423.267327,3.0,2,"Madhurawada,Visakhapatnam",17.815234,83.35818,57.5,0,0
A23Q6TN6OK1U51,Owner,3 BHK,1256.767208,2.0,3,"Sector-77 Noida,Noida",28.568096,77.390253,65.0,0,0
A38FWXBFJX210N,Owner,3 BHK,1111.111111,2.0,2,"Mogappair West,Chennai",13.077741,80.16490300000001,60.0,1,1
A1AMCR6ISCN2Z6,Dealer,3 BHK,1134.215501,3.0,2,"Barrackpore,Kolkata",22.75,88.36667,30.0,0,0
A1C3LSDRPLFZ62,Dealer,3 BHK,1550.044287,2.0,2,"Sector 10 Kharghar,Maharashtra",19.033956,73.075342,140.0,1,1
A4D9AIUP1NNIY,Owner,2 BHK,600.0648719,2.0,2,"Tinhewadi Road,Pune",18.52361,73.84778,18.5,0,0
A1YQORA01YBBLS,Owner,2 BHK,1137.931034,2.0,1,"Naini,Allahabad",25.3945,81.8615,33.0,1,1
A7HKP7RBH88IU,Dealer,3 BHK,139428.5714,3.0,1,"Sector-150 Noida,Noida",28.429614,77.481711,9760.0,0,0
A13KWQGEI9MHG0,Owner,3 BHK,979.4776118999999,2.0,1,"Khorlim,Goa",15.595676999999998,73.800991,42.0,1,1
A16UWS8G26PDN8,Dealer,3 BHK,1106.106106,3.0,2,"Bansdroni,Kolkata",22.470809,88.36318100000001,44.2,1,1
A36GDATSF85X7W,Dealer,2 BHK,2100.210021,2.0,2,"Saproon,Solan",30.92,77.12,70.0,0,0
A36WE3X9G0DZUZ,Owner,2 BHK,548.3028721,2.0,2,"Sawantwadi,Sindhudurg",15.963926999999998,73.998901,16.8,1,1
A2ZP8BJR5PYLG7,Dealer,3 BHK,1135.03305,3.0,1,"Rajarajeshwari Nagar 5th Stage,Bangalore",12.919423,77.522774,60.1,0,0
AFN9QJ7IE89N4,Dealer,4 BHK,1223.6573759999999,3.0,2,"Labhandi,Raipur",21.241298999999998,81.699326,36.0,0,0
AN85IOOEI9IYB,Dealer,3 BHK,563.0278386,2.0,2,"Kedari Nagar,Pune",18.484942999999998,73.90424200000001,36.0,1,1
AHSURYHM6ZZXC,Owner,5 BHK,1825.557809,2.0,2,"Vemali,Vadodara",22.35962,73.187321,45.0,1,1
A1KFUVZ3BZ59R1,Dealer,4 BHK,2261.6853739999997,2.0,0,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,270.0,0,0
A1T5CH6SHV989P,Dealer,2 BHK,1754.704149,2.0,1,"Sector-91 Mohali,Mohali",30.698017,76.679016,77.4,1,1
A1D3F6UI1RTXO0,Owner,2 BHK,3281.378179,2.0,1,"Old Matigara,Siliguri",26.724219,88.326357,200.0,0,0
AF50D40Y85TV3,Dealer,2 BHK,640.2313094,2.0,3,"Sunny Enclave,Mohali",30.664299,76.817624,15.5,1,1
A3G313KLWDG3PW,Dealer,3 BHK,1255.155101,3.0,1,"Sector 12 Kharghar,Lalitpur",19.042482999999997,73.06637099999999,140.0,0,0
A3NIDDT7E7JIFW,Dealer,2 BHK,1509.123337,2.0,1,"Action Area IID,Kolkata",40.67197199,-86.15292909,110.0,1,1
A132DJVI37RB4X,Dealer,2 BHK,1127.5773199999999,2.0,2,"Malad (West),Maharashtra",19.1849,72.8347,140.0,0,0
AO2ZY713W85C7,Dealer,2 BHK,1206.1233960000002,2.0,1,"E M Bypass,Kolkata",22.54111,88.33778000000001,78.0,0,0
A1UHRRM3U7T1KR,Dealer,4 BHK,724.1129616000001,3.0,1,"Goregaon (East),Mumbai",19.1615,72.8731,140.0,0,0
A2OPG8EOB026ME,Dealer,2 BHK,328.1721687,2.0,2,"Kalyan (West),Mumbai",19.245347,73.124577,33.7,0,0
A19DSLQN7O8UF7,Dealer,3 BHK,1100.0,2.0,3,"Sector 84 Faridabad,Faridabad",28.404729999999997,77.367514,44.0,0,0
A1N5SXOJUJGI6A,Dealer,3 BHK,950.0308451999999,3.0,2,"Kolshet Road,Mumbai",19.249861,72.96386600000001,77.0,1,1
A2M4EZS28WRWTA,Owner,2 BHK,584.9908073,2.0,2,"Sainath Nagar,Pune",18.628795,73.85299300000001,35.0,1,1
A1TQQQAYEDEY6B,Dealer,1 BHK,1772.479173,1.0,0,"Gazipur,Mohali",30.638175,76.829909,61.7,0,0
A3MDETK0D5UAIN,Dealer,2 BHK,1642.305797,2.0,3,"Sector-93 A Noida,Noida",21.0,77.0,100.0,1,1
A2RZFAXI5Y7NLT,Dealer,4 BHK,790.0280899,2.0,3,"Chembur,Mumbai",19.05871,72.89969,180.0,0,0
A1N07AUA3B1NUU,Owner,2 BHK,1518.218623,2.0,1,"Bank More,Dhanbad",23.883763000000002,87.125381,45.0,1,1
A3QLX72AO0DD5Z,Dealer,2 BHK,1040.240898,2.0,0,"Sector-143 Noida,Noida",28.5035,77.426447,38.0,1,1
A3KT9194WQLNLY,Owner,2 BHK,1060.204468,2.0,3,"Kumarpur,Asansol",23.694909,86.939424,28.0,1,1
A39TEF7LX44K7Q,Owner,1 BHK,700.2096436,1.0,1,"Royal Court Neemrana,Neemrana",27.98889,76.38833000000001,16.7,1,1
ABFCYFL69Y41H,Owner,2 BHK,420.06109979999997,2.0,1,"Sector-87 Noida,Noida",28.527248999999998,77.412523,16.5,1,1
AUJLWV0FMI5V6,Dealer,4 BHK,1450.0759560000001,3.0,2,"Kandivali (East),Lalitpur",19.1955,72.8728,210.0,0,0
A26Y64M23OISTO,Dealer,3 BHK,1603.031186,2.0,2,"BJB Nagar,Bhubaneswar",20.250918,85.844657,110.0,1,1
A3UZ3WQO1TQ99W,Dealer,2 BHK,947.4974919,2.0,1,"Goregaon (East),Lalitpur",19.1615,72.8731,170.0,0,0
A16YA8CBBX9CTN,Dealer,2 BHK,602.0642202,2.0,1,"Keshav Nagar,Pune",27.16726,75.70950500000001,42.0,1,1
ATIMPESKY25N5,Owner,4 BHK,1330.008313,2.0,0,"Hoskote,Bangalore",13.07,77.8,80.0,0,0
A1OC93L36EHWWJ,Owner,2 BHK,1447.828258,2.0,2,"Zirakpur,Mohali",30.65,76.82,58.0,1,1
A1CLBQQ7A77FSI,Dealer,3 BHK,1074.782215,3.0,2,"Kanjur Marg (East),Maharashtra",18.96,72.82,190.0,0,0
A1J2FKMZPW32HV,Owner,2 BHK,1470.047777,2.0,1,"E M Bypass,Kolkata",22.54111,88.33778000000001,80.0,1,1
A1W5FYWEWDH25R,Owner,5 BHK,1550.3875970000001,2.0,1,"Trikamnagar,Surat",21.17,72.83,30.0,0,0
A1JNAVLBMYJHAZ,Dealer,2 BHK,560.0229753,2.0,3,"Mira Bhayandar,Mumbai",19.259521,72.883037,39.0,1,1
A1H0W7S2H5HC04,Owner,4 BHK,1200.154859,2.0,2,"Vijayanagar,Bangalore",12.96991,77.59796,62.0,0,0
A1V1EP514B5H7Y,Dealer,2 BHK,1803.8331449999998,2.0,2,"Sector-48 Gurgaon,Gurgaon",28.415741999999998,77.028867,160.0,1,1
A309Z6S89J718F,Owner,2 BHK,883.1321754,2.0,0,"Krishna Nagar,Pondicherry",11.952025,79.823971,30.0,1,1
A3R8V9EGMG9PXK,Dealer,2 BHK,1200.162734,2.0,1,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,29.5,0,0
A15KWUBMC2Y0MF,Owner,1 BHK,783.5325365,1.0,1,"Chanod Colony,Vapi",20.366670000000003,72.9,17.7,1,1
A29N1H1N0DSOBU,Owner,2 BHK,910.0837277,2.0,1,"Mohan Nagar,Nagpur",21.159018,79.085738,50.0,0,0
A23YE95SVEUYZL,Owner,3 BHK,751.1737089,2.0,2,"New Nawpara,Kolkata",22.55361,87.984436,24.0,0,0
AYWAGB8DM3DS8,Dealer,2 BHK,1174.285714,2.0,1,"Noida Extension,Noida",28.579003999999998,77.431173,41.1,1,1
A2RURLGD61WYSS,Owner,5 BHK,1344.086022,2.0,1,"Sector-119 Noida,Noida",28.587711,77.403123,80.0,1,1
A183KZ8DOY7EJ3,Owner,3 BHK,1499.812523,3.0,2,"Jagatpura,Jaipur",26.832353,75.841749,40.0,0,0
AAN998J28WIWP,Dealer,2 BHK,1330.2294650000001,2.0,1,"Manpada,Mumbai",19.239813,72.962722,160.0,1,1
A2CH71BG8TO5NN,Dealer,9 BHK,629.0684317,9.0,3,"Sion (West),Maharashtra",19.044874,72.863405,230.0,0,0
AUCMFAJOBT5CK,Dealer,2 BHK,1640.112465,2.0,1,"Mullanpur,Chandigarh",30.73528,76.79111,70.0,1,1
A3IANUVB302MPN,Dealer,2 BHK,1175.0,2.0,0,"Mango,Jamshedpur",22.835481,86.221099,28.2,0,0
A2J1EGNKT7I82I,Dealer,3 BHK,650.0072223,3.0,2,"Sector-9 Ulwe,Mumbai",18.973907999999998,73.02510600000001,45.0,1,1
A23YPRZKGGP3QI,Dealer,2 BHK,1057.867684,2.0,2,"Tumkur Road,Bangalore",13.342220000000001,77.10167,63.8,0,0
A2HOBQ1UZ2QTSA,Dealer,1 BHK,1110.3853689999999,2.0,1,"Thara,Bhiwadi",28.162032,76.811066,17.0,1,1
A1O8BS2HKE5Y0O,Owner,3 BHK,815.0851582,3.0,2,"Kandigai,Chennai",13.234221,80.212829,33.5,0,0
A1FQ1WQDYAGU77,Owner,2 BHK,1118.257261,2.0,2,"Mirzapur,Darbhanga",26.018826999999998,85.91829,53.9,1,1
A2ELDBHEORXNWA,Owner,3 BHK,580.0464037,3.0,1,"Malleshwaram,Bangalore",13.0097,77.5648,45.0,0,0
A27XY8WKDALB34,Owner,3 BHK,900.0382994999999,3.0,3,"Bapod,Vadodara",22.304804999999998,73.23414,23.5,1,1
